TABLE_CATALOG;TABLE_SCHEMA;TABLE_NAME;COLUMN_NAME;ORDINAL_POSITION;COLUMN_DEFAULT;IS_NULLABLE;DATA_TYPE;CHARACTER_MAXIMUM_LENGTH;CHARACTER_OCTET_LENGTH;NUMERIC_PRECISION;NUMERIC_SCALE;DATETIME_PRECISION;CHARACTER_SET_NAME;COLLATION_NAME;COLUMN_TYPE;COLUMN_KEY;EXTRA;PRIVILEGES;COLUMN_COMMENT;GENERATION_EXPRESSION;SRS_ID
def;information_schema;KEY_COLUMN_USAGE;TABLE_SCHEMA;5;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;KEYWORDS;RESERVED;2;NULL;YES;int;NULL;NULL;10;0;NULL;NULL;NULL;int;;;select;;;NULL
def;information_schema;KEYWORDS;WORD;1;NULL;YES;varchar;128;512;NULL;NULL;NULL;utf8mb4;utf8mb4_0900_ai_ci;varchar(128);;;select;;;NULL
def;information_schema;PARAMETERS;CHARACTER_MAXIMUM_LENGTH;8;NULL;YES;bigint;NULL;NULL;19;0;NULL;NULL;NULL;bigint;;;select;;;NULL
def;information_schema;PARAMETERS;CHARACTER_OCTET_LENGTH;9;NULL;YES;bigint;NULL;NULL;19;0;NULL;NULL;NULL;bigint;;;select;;;NULL
def;information_schema;PARAMETERS;CHARACTER_SET_NAME;13;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(64);;;select;;;NULL
def;information_schema;PARAMETERS;COLLATION_NAME;14;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(64);;;select;;;NULL
def;information_schema;PARAMETERS;DATA_TYPE;7;NULL;YES;longtext;4294967295;4294967295;NULL;NULL;NULL;utf8;utf8_bin;longtext;;;select;;;NULL
def;information_schema;PARAMETERS;DATETIME_PRECISION;12;NULL;YES;int;NULL;NULL;10;0;NULL;NULL;NULL;"int unsigned";;;select;;;NULL
def;information_schema;PARAMETERS;DTD_IDENTIFIER;15;NULL;NO;mediumtext;16777215;16777215;NULL;NULL;NULL;utf8;utf8_bin;mediumtext;;;select;;;NULL
def;information_schema;PARAMETERS;NUMERIC_PRECISION;10;NULL;YES;int;NULL;NULL;10;0;NULL;NULL;NULL;"int unsigned";;;select;;;NULL
def;information_schema;PARAMETERS;NUMERIC_SCALE;11;NULL;YES;bigint;NULL;NULL;19;0;NULL;NULL;NULL;bigint;;;select;;;NULL
def;information_schema;PARAMETERS;ORDINAL_POSITION;4;0;NO;bigint;NULL;NULL;20;0;NULL;NULL;NULL;"bigint unsigned";;;select;;;NULL
def;information_schema;PARAMETERS;PARAMETER_MODE;5;NULL;YES;varchar;5;15;NULL;NULL;NULL;utf8;utf8_bin;varchar(5);;;select;;;NULL
def;information_schema;PARAMETERS;PARAMETER_NAME;6;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(64);;;select;;;NULL
def;information_schema;PARAMETERS;ROUTINE_TYPE;16;NULL;NO;enum;9;27;NULL;NULL;NULL;utf8;utf8_bin;enum('FUNCTION','PROCEDURE');;;select;;;NULL
def;information_schema;PARAMETERS;SPECIFIC_CATALOG;1;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;PARAMETERS;SPECIFIC_NAME;3;NULL;NO;varchar;64;192;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(64);;;select;;;NULL
def;information_schema;PARAMETERS;SPECIFIC_SCHEMA;2;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;PARTITIONS;AVG_ROW_LENGTH;14;NULL;YES;bigint;NULL;NULL;20;0;NULL;NULL;NULL;"bigint unsigned";;;select;;;NULL
def;information_schema;PARTITIONS;CHECK_TIME;21;NULL;YES;datetime;NULL;NULL;NULL;NULL;0;NULL;NULL;datetime;;;select;;;NULL
def;information_schema;PARTITIONS;CHECKSUM;22;NULL;YES;bigint;NULL;NULL;19;0;NULL;NULL;NULL;bigint;;;select;;;NULL
def;information_schema;PARTITIONS;CREATE_TIME;19;NULL;NO;timestamp;NULL;NULL;NULL;NULL;0;NULL;NULL;timestamp;;;select;;;NULL
def;information_schema;PARTITIONS;DATA_FREE;18;NULL;YES;bigint;NULL;NULL;20;0;NULL;NULL;NULL;"bigint unsigned";;;select;;;NULL
def;information_schema;PARTITIONS;DATA_LENGTH;15;NULL;YES;bigint;NULL;NULL;20;0;NULL;NULL;NULL;"bigint unsigned";;;select;;;NULL
def;information_schema;PARTITIONS;INDEX_LENGTH;17;NULL;YES;bigint;NULL;NULL;20;0;NULL;NULL;NULL;"bigint unsigned";;;select;;;NULL
def;information_schema;PARTITIONS;MAX_DATA_LENGTH;16;NULL;YES;bigint;NULL;NULL;20;0;NULL;NULL;NULL;"bigint unsigned";;;select;;;NULL
def;information_schema;PARTITIONS;NODEGROUP;24;NULL;YES;varchar;256;768;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(256);;;select;;;NULL
def;information_schema;PARTITIONS;PARTITION_COMMENT;23;NULL;NO;text;65535;65535;NULL;NULL;NULL;utf8;utf8_bin;text;;;select;;;NULL
def;information_schema;PARTITIONS;PARTITION_DESCRIPTION;12;NULL;YES;text;65535;65535;NULL;NULL;NULL;utf8;utf8_bin;text;;;select;;;NULL
def;information_schema;PARTITIONS;PARTITION_EXPRESSION;10;NULL;YES;varchar;2048;6144;NULL;NULL;NULL;utf8;utf8_bin;varchar(2048);;;select;;;NULL
def;information_schema;PARTITIONS;PARTITION_METHOD;8;NULL;YES;varchar;13;39;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(13);;;select;;;NULL
def;information_schema;PARTITIONS;PARTITION_NAME;4;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;PARTITIONS;PARTITION_ORDINAL_POSITION;6;NULL;YES;int;NULL;NULL;10;0;NULL;NULL;NULL;"int unsigned";;;select;;;NULL
def;information_schema;PARTITIONS;SUBPARTITION_EXPRESSION;11;NULL;YES;varchar;2048;6144;NULL;NULL;NULL;utf8;utf8_bin;varchar(2048);;;select;;;NULL
def;information_schema;PARTITIONS;SUBPARTITION_METHOD;9;NULL;YES;varchar;13;39;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(13);;;select;;;NULL
def;information_schema;PARTITIONS;SUBPARTITION_NAME;5;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;PARTITIONS;SUBPARTITION_ORDINAL_POSITION;7;NULL;YES;int;NULL;NULL;10;0;NULL;NULL;NULL;"int unsigned";;;select;;;NULL
def;information_schema;PARTITIONS;TABLE_CATALOG;1;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;PARTITIONS;TABLE_NAME;3;NULL;NO;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;PARTITIONS;TABLE_ROWS;13;NULL;YES;bigint;NULL;NULL;20;0;NULL;NULL;NULL;"bigint unsigned";;;select;;;NULL
def;information_schema;PARTITIONS;TABLE_SCHEMA;2;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;PARTITIONS;TABLESPACE_NAME;25;NULL;YES;varchar;268;804;NULL;NULL;NULL;utf8;utf8_bin;varchar(268);;;select;;;NULL
def;information_schema;PARTITIONS;UPDATE_TIME;20;NULL;YES;datetime;NULL;NULL;NULL;NULL;0;NULL;NULL;datetime;;;select;;;NULL
def;information_schema;REFERENTIAL_CONSTRAINTS;CONSTRAINT_CATALOG;1;NULL;NO;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;REFERENTIAL_CONSTRAINTS;CONSTRAINT_NAME;3;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;REFERENTIAL_CONSTRAINTS;CONSTRAINT_SCHEMA;2;NULL;NO;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;REFERENTIAL_CONSTRAINTS;DELETE_RULE;9;NULL;NO;enum;11;33;NULL;NULL;NULL;utf8;utf8_bin;"enum('NO ACTION','RESTRICT','CASCADE','SET NULL','SET DEFAULT')";;;select;;;NULL
def;information_schema;REFERENTIAL_CONSTRAINTS;MATCH_OPTION;7;NULL;NO;enum;7;21;NULL;NULL;NULL;utf8;utf8_bin;enum('NONE','PARTIAL','FULL');;;select;;;NULL
def;information_schema;REFERENTIAL_CONSTRAINTS;REFERENCED_TABLE_NAME;11;NULL;NO;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;REFERENTIAL_CONSTRAINTS;TABLE_NAME;10;NULL;NO;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;REFERENTIAL_CONSTRAINTS;UNIQUE_CONSTRAINT_CATALOG;4;NULL;NO;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;REFERENTIAL_CONSTRAINTS;UNIQUE_CONSTRAINT_NAME;6;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;REFERENTIAL_CONSTRAINTS;UNIQUE_CONSTRAINT_SCHEMA;5;NULL;NO;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;REFERENTIAL_CONSTRAINTS;UPDATE_RULE;8;NULL;NO;enum;11;33;NULL;NULL;NULL;utf8;utf8_bin;"enum('NO ACTION','RESTRICT','CASCADE','SET NULL','SET DEFAULT')";;;select;;;NULL
def;information_schema;RESOURCE_GROUPS;RESOURCE_GROUP_ENABLED;3;NULL;NO;tinyint;NULL;NULL;3;0;NULL;NULL;NULL;tinyint(1);;;select;;;NULL
def;information_schema;RESOURCE_GROUPS;RESOURCE_GROUP_NAME;1;NULL;NO;varchar;64;192;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(64);;;select;;;NULL
def;information_schema;RESOURCE_GROUPS;RESOURCE_GROUP_TYPE;2;NULL;NO;enum;6;18;NULL;NULL;NULL;utf8;utf8_bin;enum('SYSTEM','USER');;;select;;;NULL
def;information_schema;RESOURCE_GROUPS;THREAD_PRIORITY;5;NULL;NO;int;NULL;NULL;10;0;NULL;NULL;NULL;int;;;select;;;NULL
def;information_schema;RESOURCE_GROUPS;VCPU_IDS;4;NULL;YES;blob;65535;65535;NULL;NULL;NULL;NULL;NULL;blob;;;select;;;NULL
def;information_schema;ROUTINES;CHARACTER_MAXIMUM_LENGTH;7;NULL;YES;bigint;NULL;NULL;19;0;NULL;NULL;NULL;bigint;;;select;;;NULL
def;information_schema;ROUTINES;CHARACTER_OCTET_LENGTH;8;NULL;YES;bigint;NULL;NULL;19;0;NULL;NULL;NULL;bigint;;;select;;;NULL
def;information_schema;ROUTINES;CHARACTER_SET_CLIENT;29;NULL;NO;varchar;64;192;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(64);;;select;;;NULL
def;information_schema;ROUTINES;CHARACTER_SET_NAME;12;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(64);;;select;;;NULL
def;information_schema;ROUTINES;COLLATION_CONNECTION;30;NULL;NO;varchar;64;192;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(64);;;select;;;NULL
def;information_schema;ROUTINES;COLLATION_NAME;13;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(64);;;select;;;NULL
def;information_schema;ROUTINES;CREATED;24;NULL;NO;timestamp;NULL;NULL;NULL;NULL;0;NULL;NULL;timestamp;;;select;;;NULL
def;information_schema;ROUTINES;DATA_TYPE;6;NULL;YES;longtext;4294967295;4294967295;NULL;NULL;NULL;utf8;utf8_bin;longtext;;;select;;;NULL
def;information_schema;ROUTINES;DATABASE_COLLATION;31;NULL;NO;varchar;64;192;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(64);;;select;;;NULL
def;information_schema;ROUTINES;DATETIME_PRECISION;11;NULL;YES;int;NULL;NULL;10;0;NULL;NULL;NULL;"int unsigned";;;select;;;NULL
def;information_schema;ROUTINES;DEFINER;28;NULL;NO;varchar;288;864;NULL;NULL;NULL;utf8;utf8_bin;varchar(288);;;select;;;NULL
def;information_schema;ROUTINES;DTD_IDENTIFIER;14;NULL;YES;longtext;4294967295;4294967295;NULL;NULL;NULL;utf8;utf8_bin;longtext;;;select;;;NULL
def;information_schema;ROUTINES;EXTERNAL_LANGUAGE;18;SQL;NO;varchar;64;192;NULL;NULL;NULL;utf8;utf8_bin;varchar(64);;;select;;;NULL
def;information_schema;ROUTINES;EXTERNAL_NAME;17;NULL;YES;binary;0;0;NULL;NULL;NULL;NULL;NULL;binary(0);;;select;;;NULL
def;information_schema;ROUTINES;IS_DETERMINISTIC;20;;NO;varchar;3;9;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(3);;;select;;;NULL
def;information_schema;ROUTINES;LAST_ALTERED;25;NULL;NO;timestamp;NULL;NULL;NULL;NULL;0;NULL;NULL;timestamp;;;select;;;NULL
def;information_schema;ROUTINES;NUMERIC_PRECISION;9;NULL;YES;int;NULL;NULL;10;0;NULL;NULL;NULL;"int unsigned";;;select;;;NULL
def;information_schema;ROUTINES;NUMERIC_SCALE;10;NULL;YES;int;NULL;NULL;10;0;NULL;NULL;NULL;"int unsigned";;;select;;;NULL
def;information_schema;ROUTINES;PARAMETER_STYLE;19;;NO;varchar;3;9;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(3);;;select;;;NULL
def;information_schema;ROUTINES;ROUTINE_BODY;15;;NO;varchar;3;9;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(3);;;select;;;NULL
def;information_schema;ROUTINES;ROUTINE_CATALOG;2;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;ROUTINES;ROUTINE_COMMENT;27;NULL;NO;text;65535;65535;NULL;NULL;NULL;utf8;utf8_bin;text;;;select;;;NULL
def;information_schema;ROUTINES;ROUTINE_DEFINITION;16;NULL;YES;longtext;4294967295;4294967295;NULL;NULL;NULL;utf8;utf8_bin;longtext;;;select;;;NULL
def;information_schema;ROUTINES;ROUTINE_NAME;4;NULL;NO;varchar;64;192;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(64);;;select;;;NULL
def;information_schema;ROUTINES;ROUTINE_SCHEMA;3;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;ROUTINES;ROUTINE_TYPE;5;NULL;NO;enum;9;27;NULL;NULL;NULL;utf8;utf8_bin;enum('FUNCTION','PROCEDURE');;;select;;;NULL
def;information_schema;ROUTINES;SECURITY_TYPE;23;NULL;NO;enum;7;21;NULL;NULL;NULL;utf8;utf8_bin;enum('DEFAULT','INVOKER','DEFINER');;;select;;;NULL
def;information_schema;ROUTINES;SPECIFIC_NAME;1;NULL;NO;varchar;64;192;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(64);;;select;;;NULL
def;information_schema;ROUTINES;SQL_DATA_ACCESS;21;NULL;NO;enum;17;51;NULL;NULL;NULL;utf8;utf8_bin;"enum('CONTAINS SQL','NO SQL','READS SQL DATA','MODIFIES SQL DATA')";;;select;;;NULL
def;information_schema;ROUTINES;SQL_MODE;26;NULL;NO;set;520;1560;NULL;NULL;NULL;utf8;utf8_bin;set('REAL_AS_FLOAT','PIPES_AS_CONCAT','ANSI_QUOTES','IGNORE_SPACE','NOT_USED','ONLY_FULL_GROUP_BY','NO_UNSIGNED_SUBTRACTION','NO_DIR_IN_CREATE','NOT_USED_9','NOT_USED_10','NOT_USED_11','NOT_USED_12','NOT_USED_13','NOT_USED_14','NOT_USED_15','NOT_USED_16','NOT_USED_17','NOT_USED_18','ANSI','NO_AUTO_VALUE_ON_ZERO','NO_BACKSLASH_ESCAPES','STRICT_TRANS_TABLES','STRICT_ALL_TABLES','NO_ZERO_IN_DATE','NO_ZERO_DATE','ALLOW_INVALID_DATES','ERROR_FOR_DIVISION_BY_ZERO','TRADITIONAL','NOT_USED_29','HIGH_NOT_PRECEDENCE','NO_ENGINE_SUBSTITUTION','PAD_CHAR_TO_FULL_LENGTH','TIME_TRUNCATE_FRACTIONAL');;;select;;;NULL
def;information_schema;ROUTINES;SQL_PATH;22;NULL;YES;binary;0;0;NULL;NULL;NULL;NULL;NULL;binary(0);;;select;;;NULL
def;information_schema;SCHEMATA;CATALOG_NAME;1;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;SCHEMATA;DEFAULT_CHARACTER_SET_NAME;3;NULL;NO;varchar;64;192;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(64);;;select;;;NULL
def;information_schema;SCHEMATA;DEFAULT_COLLATION_NAME;4;NULL;NO;varchar;64;192;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(64);;;select;;;NULL
def;information_schema;SCHEMATA;DEFAULT_ENCRYPTION;6;NULL;NO;enum;3;9;NULL;NULL;NULL;utf8;utf8_bin;enum('NO','YES');;;select;;;NULL
def;information_schema;SCHEMATA;SCHEMA_NAME;2;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;SCHEMATA;SQL_PATH;5;NULL;YES;binary;0;0;NULL;NULL;NULL;NULL;NULL;binary(0);;;select;;;NULL
def;information_schema;SCHEMATA_EXTENSIONS;CATALOG_NAME;1;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;SCHEMATA_EXTENSIONS;OPTIONS;3;NULL;YES;varchar;256;768;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(256);;;select;;;NULL
def;information_schema;SCHEMATA_EXTENSIONS;SCHEMA_NAME;2;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;ST_SPATIAL_REFERENCE_SYSTEMS;DEFINITION;5;NULL;NO;varchar;4096;12288;NULL;NULL;NULL;utf8;utf8_bin;varchar(4096);;;select;;;NULL
def;information_schema;ST_SPATIAL_REFERENCE_SYSTEMS;DESCRIPTION;6;NULL;YES;varchar;2048;6144;NULL;NULL;NULL;utf8;utf8_bin;varchar(2048);;;select;;;NULL
def;information_schema;ST_SPATIAL_REFERENCE_SYSTEMS;ORGANIZATION;3;NULL;YES;varchar;256;768;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(256);;;select;;;NULL
def;information_schema;ST_SPATIAL_REFERENCE_SYSTEMS;ORGANIZATION_COORDSYS_ID;4;NULL;YES;int;NULL;NULL;10;0;NULL;NULL;NULL;"int unsigned";;;select;;;NULL
def;information_schema;ST_SPATIAL_REFERENCE_SYSTEMS;SRS_ID;2;NULL;NO;int;NULL;NULL;10;0;NULL;NULL;NULL;"int unsigned";;;select;;;NULL
def;information_schema;ST_SPATIAL_REFERENCE_SYSTEMS;SRS_NAME;1;NULL;NO;varchar;80;240;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(80);;;select;;;NULL
def;information_schema;ST_UNITS_OF_MEASURE;CONVERSION_FACTOR;3;NULL;YES;double;NULL;NULL;22;NULL;NULL;NULL;NULL;double;;;select;;;NULL
def;information_schema;ST_UNITS_OF_MEASURE;DESCRIPTION;4;NULL;YES;varchar;255;1020;NULL;NULL;NULL;utf8mb4;utf8mb4_0900_ai_ci;varchar(255);;;select;;;NULL
def;information_schema;ST_UNITS_OF_MEASURE;UNIT_NAME;1;NULL;YES;varchar;255;1020;NULL;NULL;NULL;utf8mb4;utf8mb4_0900_ai_ci;varchar(255);;;select;;;NULL
def;information_schema;ST_UNITS_OF_MEASURE;UNIT_TYPE;2;NULL;YES;varchar;7;28;NULL;NULL;NULL;utf8mb4;utf8mb4_0900_ai_ci;varchar(7);;;select;;;NULL
def;information_schema;ST_GEOMETRY_COLUMNS;COLUMN_NAME;4;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;ST_GEOMETRY_COLUMNS;GEOMETRY_TYPE_NAME;7;NULL;YES;longtext;4294967295;4294967295;NULL;NULL;NULL;utf8;utf8_bin;longtext;;;select;;;NULL
def;information_schema;ST_GEOMETRY_COLUMNS;SRS_ID;6;NULL;YES;int;NULL;NULL;10;0;NULL;NULL;NULL;"int unsigned";;;select;;;NULL
def;information_schema;ST_GEOMETRY_COLUMNS;SRS_NAME;5;NULL;YES;varchar;80;240;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(80);;;select;;;NULL
def;information_schema;ST_GEOMETRY_COLUMNS;TABLE_CATALOG;1;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;ST_GEOMETRY_COLUMNS;TABLE_NAME;3;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;ST_GEOMETRY_COLUMNS;TABLE_SCHEMA;2;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;STATISTICS;CARDINALITY;10;NULL;YES;bigint;NULL;NULL;19;0;NULL;NULL;NULL;bigint;;;select;;;NULL
def;information_schema;STATISTICS;COLLATION;9;NULL;YES;varchar;1;3;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(1);;;select;;;NULL
def;information_schema;STATISTICS;COLUMN_NAME;8;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;STATISTICS;COMMENT;15;;NO;varchar;8;24;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(8);;;select;;;NULL
def;information_schema;STATISTICS;EXPRESSION;18;NULL;YES;longtext;4294967295;4294967295;NULL;NULL;NULL;utf8;utf8_bin;longtext;;;select;;;NULL
def;information_schema;STATISTICS;INDEX_COMMENT;16;NULL;NO;varchar;2048;6144;NULL;NULL;NULL;utf8;utf8_bin;varchar(2048);;;select;;;NULL
def;information_schema;STATISTICS;INDEX_NAME;6;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;STATISTICS;INDEX_SCHEMA;5;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;STATISTICS;INDEX_TYPE;14;;NO;varchar;11;33;NULL;NULL;NULL;utf8;utf8_bin;varchar(11);;;select;;;NULL
def;information_schema;STATISTICS;IS_VISIBLE;17;;NO;varchar;3;9;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(3);;;select;;;NULL
def;information_schema;STATISTICS;NON_UNIQUE;4;0;NO;int;NULL;NULL;10;0;NULL;NULL;NULL;int;;;select;;;NULL
def;information_schema;STATISTICS;NULLABLE;13;;NO;varchar;3;9;NULL;NULL;NULL;utf8;utf8_general_ci;varchar(3);;;select;;;NULL
def;information_schema;STATISTICS;PACKED;12;NULL;YES;binary;0;0;NULL;NULL;NULL;NULL;NULL;binary(0);;;select;;;NULL
def;information_schema;STATISTICS;SEQ_IN_INDEX;7;NULL;NO;int;NULL;NULL;10;0;NULL;NULL;NULL;"int unsigned";;;select;;;NULL
def;information_schema;STATISTICS;SUB_PART;11;NULL;YES;bigint;NULL;NULL;19;0;NULL;NULL;NULL;bigint;;;select;;;NULL
def;information_schema;STATISTICS;TABLE_CATALOG;1;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;STATISTICS;TABLE_NAME;3;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;STATISTICS;TABLE_SCHEMA;2;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;TABLE_CONSTRAINTS;CONSTRAINT_CATALOG;1;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;TABLE_CONSTRAINTS;CONSTRAINT_NAME;3;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;TABLE_CONSTRAINTS;CONSTRAINT_SCHEMA;2;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;TABLE_CONSTRAINTS;CONSTRAINT_TYPE;6;;NO;varchar;11;33;NULL;NULL;NULL;utf8;utf8_bin;varchar(11);;;select;;;NULL
def;information_schema;TABLE_CONSTRAINTS;ENFORCED;7;;NO;varchar;3;9;NULL;NULL;NULL;utf8;utf8_bin;varchar(3);;;select;;;NULL
def;information_schema;TABLE_CONSTRAINTS;TABLE_NAME;5;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;TABLE_CONSTRAINTS;TABLE_SCHEMA;4;NULL;YES;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;TABLE_CONSTRAINTS_EXTENSIONS;CONSTRAINT_CATALOG;1;NULL;NO;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;TABLE_CONSTRAINTS_EXTENSIONS;CONSTRAINT_NAME;3;NULL;NO;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;TABLE_CONSTRAINTS_EXTENSIONS;CONSTRAINT_SCHEMA;2;NULL;NO;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;TABLE_CONSTRAINTS_EXTENSIONS;ENGINE_ATTRIBUTE;5;NULL;YES;json;NULL;NULL;NULL;NULL;NULL;NULL;NULL;json;;;select;;;NULL
def;information_schema;TABLE_CONSTRAINTS_EXTENSIONS;SECONDARY_ENGINE_ATTRIBUTE;6;NULL;YES;json;NULL;NULL;NULL;NULL;NULL;NULL;NULL;json;;;select;;;NULL
def;information_schema;TABLE_CONSTRAINTS_EXTENSIONS;TABLE_NAME;4;NULL;NO;varchar;64;192;NULL;NULL;NULL;utf8;utf8_tolower_ci;varchar(64);;;select;;;NULL
def;information_schema;TABLES;AUTO_INCREMENT;14;NULL;YES;bigint;NULL;NULL;20;0;NULL;NULL;NULL;"bigint unsigned";;;select;;;NULL
def;information_schema;TABLES;AVG_ROW_LENGTH;9;NULL;YES;bigint;NULL;NULL;20;0;NULL;NULL;NULL;"bigint unsigned";;;select;;;NULL
def;information_schema;TABLES;CHECK_TIME;17;NULL;YES;datetime;NULL;NULL;NULL;NULL;0;NULL;NULL;datetime;;;select;;;NULL
